"Organization Age","Funding Raised (USD) - Seed","Age at Funding - Seed","Number of executive jobs held by Founders previously","Number of Investors - Seed","Funding received from previously held jobs by current Founders","Average organization age at events","Number of Founders","Number of Employees","Number of Funding Rounds from previously held jobs by current Founders","Number of previous funding rounds","Funding Raised (USD) - Series Unknown","Funding Raised (USD) - Series A","Number of Founders' degrees within top 576 universities","Number of Bachelors by Founders","Number of employee jobs held by Founders previously","Number of Event Appearances","Number of organisations founded previously by current Founders","Age at Funding - Series Unknown","Funding received from organisations founded previously by current Founders","Number of Masters by Founders","Funding Raised (USD) - Pre-Seed","Age at Funding - Pre-Seed","Number of Funding Rounds from organizations founded by current Founders","Number of PhDs by Founders","Number of Investors - Series Unknown","Event Appearances as Sponsor"
0.1159932272,0.0914389092,0.0642521832,0.0550220245,0.0434523978,0.0426838242,0.0424521424,0.0414604415,0.0413570241,0.0383619463,0.033089869,0.0329224608,0.0327837615,0.0320875806,0.0304178418,0.0283788655,0.0280771428,0.0270843611,0.0258998403,0.0243356912,0.0231795944,0.0218116713,0.0201355094,0.0183379709,0.0172002551,0.0160896495,0.0116938142
