"org_uuid","Predicted Funding","Total Funding Received","Number of Founders","Number of organisations founded previously by current Founders","Funding received from organisations founded previously by current Founders","Number of executive jobs held by Founders previously","Funding received from previously held jobs by current Founders","Number of Funding Rounds from previously held jobs by current Founders","Number of Bachelors","University Rankings from Founders' degrees","Number of previous funding rounds","Age at Funding - Series Unknown","Funding Raised (USD) - Series Unknown","Age at Funding - Seed","Funding Raised (USD) - Seed","Number of Investors - Seed","Age at Funding - Series A","Funding Raised (USD) - Series A","Number of Investors - Series A","Funding Raised (USD) - Debt Financing","Age at Funding - Series B","Funding Raised (USD) - Series B","Average organization age at events","Organization Age","name"
"0000d497-c93a-eea3-eeb0-a943dfb4f71e",283126.8358333333,431576.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,34.0,1326531.069651459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,96.26481036571592,"AutoOffer"
"0002aa63-f21b-4c54-9495-895a1d09e0d4",1414530.1791666667,1500000.0,2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1500000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,36.27179202858376,"86 Repairs"
"0008f4ac-be62-b6e6-0122-f0c2da7fd1eb",1980047.850833333,2000000.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,26.5,3326531.06965146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,60.28871229388694,"AgShift"
"000ad7a8-b868-f301-5f00-2a3361288fc9",1414530.1791666667,25200000.0,3,0.3333333333333333,1758333.333333333,3.0,1758333.333333333,2.0,1.0,1.0,2.0,0.0,0.0,38.0,1326531.069651459,43.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,109.96529702868642,"Eligible"
"00179a2e-3a3f-4d9f-8f50-d2ab266ef4f7",139966359.7375,140000000.0,3,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,1326531.069651459,4.0,16.0,128000000.0,5.0,0.0,0.0,0.0,20.271463479742916,48.26382471919342,"Roadstar.ai"
"00184562-d645-41c5-ae6b-f8e4359efc4d",4242118.5375,4025000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,40.0,3500000.0,2.4241519674355496,0.0,0.0,0.0,525000.0,0.0,0.0,50.6361176044577,48.26382471919342,"All of Us"
"001a1846-f2b2-c3e4-196d-9cfb2892360c",283126.8358333333,25000.0,2,0.0,0.0,4.0,15000000.0,0.5,0.0,2.0,1.0,0.0,0.0,6.0,25000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,156.29068358693198,"BlenderHouse"
"0023affb-ca57-dad8-0d79-655bac1c15a8",1414530.1791666667,1650000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,250000.0,2.4241519674355496,17.0,550000.0,1.0,0.0,0.0,0.0,50.97435265611205,168.28271627754162,"BeFunky"
"0023fe17-81b4-43aa-bf7e-a1f54f87dd7d",6504189.224166666,6670000.0,2,0.0,0.0,2.0,547550000.0,2.5,1.0,0.0,5.0,0.0,0.0,5.5,2350000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.538121932688558,40.280087886814925,"Biobot Analytics"
"002484ff-bde7-829a-69c0-3b5e2784aa77",1414530.1791666667,1600000.0,1,0.0,0.0,1.0,628500000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,105.0,1600000.0,2.0,0.0,0.0,0.0,50.6361176044577,144.26579601223844,"Transerve Technologies"
"0027fbc1-9b90-4e8b-b0c4-1a0f12567268",5938671.5525,5787290.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,5787290.0,2.0,0.0,0.0,0.0,50.6361176044577,84.27277767510627,"Panintelligence"
"00337756-938c-bd48-80c3-1505a90a809e",3676600.8658333328,3956782.0,1,0.0,0.0,1.0,1000000.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,9279620.173465185,3.0029130253849354,0.0,0.0,0.0,50.6361176044577,132.2737633216288,"Faradion"
"00488238-920d-42c9-9287-36a372fdb95b",1980047.850833333,2000000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,43.30273722253024,"DeepScribe"
"004a46b6-701c-937a-068b-7c0a5471eaa8",56835262.0025,57011648.0,3,0.6666666666666666,283706219.3333333,8.0,567483813.0,12.333333333333332,1.0,1.0,5.0,25.0,4490413.0,17.0,1326531.069651459,2.0,40.0,23256273.0,2.0,0.0,0.0,0.0,50.6361176044577,72.28074498449661,"Zeitgold"
"004c2437-53fc-ca03-c418-bd34404aace2",4807636.2091666665,4800000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.963654284482217,59.20450111911949,"Novo"
"004dd3a6-5f82-29e3-8f09-51998efd0f65",283126.8358333333,6618.0,2,0.0,0.0,3.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,45.30688515164582,"Tazcara"
"0052bd88-2c89-e881-3533-0cff4c853d2c",3111083.194166667,3180350.0,2,1.0,0.0,4.0,0.0,0.0,2.0,0.0,10.0,40.0,7794289.542567125,33.0,2506881.06965146,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.469756394724053,55.8204480584817,"AID:Tech"
"0055df9a-f870-032b-27d5-275881a12245",283126.8358333333,28218.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,108.28969794040944,"Ubeeko"
"00565a89-224c-01df-4e04-999d3780e4a1",1980047.850833333,1951146.0,1,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,48.0,1221274.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,108.28969794040944,"Mybrana"
"005d75dc-a3d9-e514-5193-21460a8f7875",3111083.194166667,3000000.0,1,0.0,0.0,3.0,5517000.0,2.0,1.0,1.0,1.0,0.0,0.0,22.0,3000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,122.0230394874638,"Constellation Research"
"005dc74e-9bae-69a3-83a7-c1307e26416e",283126.8358333333,500000.0,1,0.0,0.0,2.0,16122817488.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,48.39524425552886,"Simtek"
"006008cd-bfcc-420e-8579-ebe08964b516",849012.5075,1450000.0,2,1.0,3500000.0,0.0,3500000.0,1.5,3.0,1.0,2.0,0.0,0.0,8.0,600000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,102.31010903714656,"Synapsify"
"006685e2-fb79-1473-7ce9-9828995c53a2",283126.8358333333,8840000.0,4,0.25,20287250.0,7.0,533389543.25,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8840000.0,0.0,0.0,80.85586973038464,108.28969794040944,"Parallel Wireless"
"0067546d-f3cc-394a-e87f-226c47b00b38",1980047.850833333,1894455.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,1894455.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,72.28074498449661,"Fixably"
"00730214-4687-692c-79f7-207243814073",13855918.955833333,13700000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,31.0,700000.0,0.0,0.0,0.0,60.0,9279620.173465185,1.0,0.0,0.0,0.0,93.68570196513276,131.25526191502905,"HyperPay"
"00787f14-8255-595a-5ebc-85f296c933e6",1980047.850833333,1790000.0,3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,42.0,7794289.542567125,46.0,1200000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,62.654263947925,94.32637220476806,"Presentr"
"007f2b27-f577-59d8-999e-73c7dc093190",283126.8358333333,216483.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,216483.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,72.28074498449661,"FundX"
"0080de11-1f5c-4cf3-b296-ea35d4a77ae6",283126.8358333333,2000000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,72.28074498449661,"Phood"
"0082a893-5853-780f-92ac-73cfd12a270c",283126.8358333333,350000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,350000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,120.28173063101912,"Meolink"
"0085d97e-60f1-bb67-0b94-50a37e3f092a",15552471.970833331,15600000.0,2,0.5,0.0,3.0,252851253.0,5.0,3.0,2.0,4.0,36.0,10794289.542567126,0.0,0.0,0.0,0.0,0.0,0.0,24285609.29061785,0.0,0.0,40.67434649582128,84.27277767510627,"Text IQ"
"0088aa9f-4f51-e8b4-c084-a62fb7241076",1980047.850833333,7000000.0,2,1.0,2543776.5,5.0,84375276.5,8.5,1.0,1.0,2.0,0.0,0.0,5.0,2000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,117.32479106347152,"SaveUp"
"0089af76-f10d-4d9a-bfe1-b54e0e10bf4a",283126.8358333333,100000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,43.82841536787202,"savart"
"009183a4-59ad-2280-30f8-504d0a0b802b",283126.8358333333,3000000.0,1,1.0,0.0,4.0,3000000.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,90.31807634653688,"Continuum Data Centers"
"0096880d-1427-ada2-c5c4-6996f2f6639d",1414530.1791666667,1350000.0,1,0.0,0.0,2.0,40000.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1476531.069651459,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,48.26382471919342,"Impress"
"00970669-a0f0-8516-2d56-3929f0f74991",50049049.9425,49821162.0,2,0.0,1.0,2.0,4250001.0,1.5,0.0,0.0,6.0,0.0,0.0,53.0,3305907.0,3.0,62.0,6421013.0,2.0,10094243.0,0.0,0.0,50.6361176044577,84.27277767510627,"SMECorner"
"00972be9-f545-4c4f-800c-fefeec84dafe",25731790.06083333,26000000.0,2,1.5,675000.0,7.0,444313804.0,15.5,1.0,0.0,2.0,0.0,0.0,0.0,9000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,24.279759337974085,"One"
"00978180-28e7-29eb-e6bb-5a6a11e9984a",1414530.1791666667,1804000.0,3,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,55.5,1304000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,144.26579601223844,"Cloud Pharmaceuticals"
"00989082-0aa1-a188-1942-9b8014c76ca2",8200742.239166666,8000000.0,2,1.0,51391056.0,9.0,149732112.0,8.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,8000000.0,1.0,0.0,0.0,0.0,50.6361176044577,120.28173063101912,"Xova Labs"
"009ba98e-0032-8771-1390-f8732fe71f44",283126.8358333333,15000.0,3,0.0,0.0,1.0,3564532184.6666665,18.0,1.0,0.0,1.0,0.0,0.0,10.0,15000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,70.14517751904556,"Hawkeye Innovations Inc."
"009c28e0-6e7e-4661-a30d-125de64185e4",1414530.1791666667,1472541.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1472541.0,3.0029130253849354,0.0,0.0,0.0,50.6361176044577,35.778968767325814,"Vadis Technologies"
"009d8978-b302-c183-ead8-66993a5952ca",66449062.42083333,53000000.0,3,0.0,0.0,5.0,24333333.33333333,2.333333333333333,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,23000000.0,3.0,0.0,0.0,0.0,34.371263349271075,60.28871229388694,"Tigera"
"00a1b342-5f4d-4dbc-0687-dc4c5ef900bc",35911108.15083333,35984125.0,3,0.6666666666666666,749685558.6666666,7.0,899385558.6666666,6.0,1.0,1.0,5.0,0.0,0.0,9.0,2666200.0,2.4241519674355496,26.0,5317925.0,1.0,0.0,43.0,12000000.0,44.32123862912997,60.28871229388694,"StashAway"
"00a6e53a-2f05-7415-9996-ed2cf1c2372d",2545565.5225,2500000.0,2,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,18.0,2500000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,72.28074498449661,"Pat Inc"
"00a8ac88-e0f8-7869-931f-f28dbab52ec4",283126.8358333333,60000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,82.20291997782296,"Chain Networking"
"00a97bec-e6e9-4bae-90a7-7f910644fa9a",283126.8358333333,100000.0,2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,31.90209244543009,"Vesicash Financial Technology"
"00b1b549-0ae4-1304-11b3-ef5152313898",3111083.194166667,2942126.0,2,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,62.0,2942126.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,83.51711534117743,"Stuffstr"
"00b35b75-af8b-a9ce-de62-d655e85721d0",283126.8358333333,200000.0,3,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,73.52923057968336,"Quic Trade"
"00b50e57-2e18-0be3-0701-88c250914c75",283126.8358333333,61000.0,1,0.0,0.0,2.0,480000.0,3.0,0.0,0.0,2.0,0.0,0.0,29.0,1326531.069651459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.756319431610514,68.23959424218157,"TrySome"
"00b6f386-8264-c93b-f5d3-2decadc0c1ad",30255931.434166662,30000000.0,2,0.5,16250000.0,6.0,1017500000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,84.27277767510627,"Blackmoon Crypto"
"00b6f85f-673d-1745-b464-2f9a31ef42ad",5373153.880833333,5527708.0,1,1.0,16329424.0,2.0,16329424.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,1915957.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,48.26382471919342,"Chata"
"00b9bc26-9282-4c50-2f20-8d850d2d9afd",1980047.850833333,9300000.0,3,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,21.0,1300000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,60.28871229388694,"Entropik Technology"
"00bc89ea-e58f-4a0e-abd5-bf9920eafff7",9897295.254166666,9687802.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,29.5,6326531.0696514575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,48.26382471919342,"LivFin"
"00c57c51-5487-21fd-677b-377afc1adcd5",283126.8358333333,354439.0,2,0.5,131040.5,3.0,2131040.5,1.5,2.0,1.0,1.0,0.0,0.0,35.0,354439.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.508162385264576,72.28074498449661,"200crowd"
"00caf3de-db65-92b5-816f-15dcf5bb249f",16683507.314166663,16727913.0,2,0.0,0.0,2.0,16727913.0,7.0,0.0,0.0,7.0,60.0,670913.0,0.0,0.0,0.0,48.5,2500000.0,3.0029130253849354,557000.0,123.0,9000000.0,115.12351382985275,155.27218218033224,"Traackr"
"00d33bbc-ad3c-4909-b3a7-1a4c3419d30f",849012.5075,946952.0,4,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,946952.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,60.28871229388694,"Seald"
"00d5aa20-a4fc-4ef6-a20a-03a45a059772",9897295.254166666,10000000.0,2,1.5,10020000.0,5.0,10020000.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,10000000.0,4.0,0.0,0.0,0.0,50.6361176044577,36.27179202858376,"Worlds"
"00d5b4ae-83c3-4eb7-dd88-c8be8c95b216",12724883.6125,12500000.0,3,0.0,0.0,4.0,666666.6666666665,0.6666666666666665,0.0,2.0,2.0,0.0,0.0,17.0,1500000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,84.27277767510627,"Ascend Consumer Finance"
"00d68889-a6c8-dc4f-0ede-0bbb640a6137",17249024.985833332,17368997.0,3,0.0,1.0,2.0,1.0,0.0,1.0,1.0,7.0,115.0,5121672.0,74.0,859124.0,2.4241519674355496,100.5,3743862.0,2.0,0.0,0.0,0.0,50.6361176044577,144.10152159181914,"Rotageek"
"00d85dac-7a9d-ed45-7f53-1bcac9c7b6f9",224794010.4875,235000000.0,3,0.6666666666666666,6666666.666666668,6.0,88922603.0,8.333333333333336,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,5000000.0,1.0,0.0,22.0,15000000.0,85.32413396578987,120.28173063101912,"Udacity"
"00db7526-12f0-e858-57d5-5abb5453ceb6",283126.8358333333,540000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,168.28271627754162,"Nakkeb"
"00e11cb2-8bc8-8145-eab5-ab8818d35ff2",27993860.7475,27803973.0,3,0.3333333333333333,16336430.333333336,4.0,21090281.33333333,4.333333333333334,0.0,0.0,6.0,51.66666666666666,11716021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.78344524528225,96.26481036571592,"Dreams"
"00e421b1-c434-7941-0cae-95a21e20e76a",1414530.1791666667,1575035.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1575035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,132.2737633216288,"International Communications Corp"
"00e68e6e-a157-3be8-20b7-55e84f5d8719",59662850.36083333,81950000.0,4,0.25,0.0,6.0,20487500.0,1.0,1.0,4.0,4.0,3.0,7794289.542567125,0.0,0.0,0.0,27.0,8950000.0,5.0,0.0,55.0,23000000.0,61.54930232005188,96.92190804739316,"Alation"
"00e932eb-d0f9-55a6-98fa-966108a54318",283126.8358333333,37000000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.3035380603297,216.0537177354771,"Appway"
"00ec61bb-d298-4811-c1b4-068f28d177db",283126.8358333333,150000.0,2,1.5,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,85.38984373395758,"8villages"
"00ed0937-498b-07ee-1fb4-b21d1ea9d65f",283126.8358333333,120000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,120000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6223331074560035,48.26382471919342,"Indivio"
"00ed2089-cbdf-a04a-19fa-7b46026bc802",4807636.2091666665,4580000.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,3100000.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.562680958541243,60.19014764163535,"Copia"
"00ef27eb-1174-39d4-5ade-6b20baba1282",283126.8358333333,17800000.0,2,0.0,0.0,3.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,11.333333333333336,2800000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,55.294769913139895,"QRails"
"00f45176-42c5-1755-9e02-d8a2b05a4283",3111083.194166667,15775000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,36.5,2975000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75009753793713,72.28074498449661,"FutureFuel.io"
"00f6489c-be55-df46-f7e1-2628f6f67ae0",849012.5075,1000000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1000000.0,1.0,0.0,0.0,0.0,50.6361176044577,120.28173063101912,"NowledgeData"
"00fc5fef-b034-b2e4-9b88-d74efddf0dc3",283126.8358333333,1237630.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,93.99782336392944,"Capium Ltd"
"010a349a-14bf-76ff-53b5-5fb3281a46de",99814605.04916663,100001000.0,1,1.0,0.0,4.0,151099999.0,10.0,1.0,1.0,5.0,0.0,0.0,6.0,3001000.0,2.4241519674355496,16.0,7000000.0,11.0,0.0,33.0,30000000.0,24.246904453890227,59.20450111911949,"People.ai"
"010b8fc5-8051-6666-815d-f7cfffe29bb9",283126.8358333333,141438.0,3,0.0,0.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,23.5,140000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57354360459147,108.28969794040944,"HyperPad"
"010c5341-1f39-3a7a-9f52-fb9efcbcc854",283126.8358333333,100000.0,3,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,29.0,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,108.28969794040944,"Gust Pay"
"010c5344-66de-56b3-e83c-0156e02d4a2f",6504189.224166666,6305077.0,2,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,35.0,638828.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,96.26481036571592,"Therapixel"
"010d2aa4-1979-895a-f42a-115a290a1cb3",1414530.1791666667,1250000.0,2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,48.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,52.403540113760045,"MentorWorks Education Capital"
"010d47f0-c202-8bfb-ce42-3361c8d87f51",283126.8358333333,350000.0,2,1.0,150000.0,4.0,150000.0,1.0,2.0,0.0,1.0,0.0,0.0,23.0,350000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,84.27277767510627,"Soply"
"01158573-76ad-7257-2fbc-870d2600a9a3",849012.5075,600000.0,1,1.0,1000000.0,2.0,1000000.0,3.0,1.0,1.0,1.0,0.0,0.0,133.0,600000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,235.3066798086203,"Global Reviews"
"0116ce69-60ed-58be-e097-0235e1a18efd",26862825.404166665,26779239.0,2,0.5,0.0,6.0,1000343167.0,3.5,0.0,2.0,7.0,77.0,15179239.0,0.0,1326531.069651459,2.0,11.0,1800000.0,2.0,1000000.0,30.0,8800000.0,96.3451223045876,108.28969794040944,"Introhive"
"01170334-fd66-72dc-4e40-0b7913778f63",1414530.1791666667,12500000.0,1,0.0,0.0,1.0,13650000.0,2.0,1.0,1.0,2.0,0.0,0.0,8.0,1326531.069651459,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,77.34039713341136,"BitBounce"
"01184718-5b57-4083-99a0-1c8ab02e2f3c",283126.8358333333,78900.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,18.33302531879505,"Omnistruct Inc"
"011cc70b-c9f6-42d2-b779-15e8f7de9eb6",283126.8358333333,150000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,24.279759337974085,"Outside Voice"
"01302f7b-6d57-e8b0-e88a-5cc6d053d797",3111083.194166667,3259202.0,2,0.5,1629601.0,3.0,1629601.0,0.5,0.0,0.0,1.0,0.0,0.0,23.0,3259202.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.367789893016283,49.15090658945768,"Life Whisperer"
"0137c11a-ce63-41cb-9afd-6bbbeb5fe713",283126.8358333333,366200.0,2,0.0,-1.0,2.0,-1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,24.279759337974085,"Jeff"
"0138012c-4472-bfc5-6003-934c6c1b13ed",27993860.7475,250152150.0,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,35.0,4291826.0,3.0029130253849354,110324.0,42.0,13750000.0,50.6361176044577,120.28173063101912,"SOPHiA GENETICS"
"013ae358-50de-4662-a0f8-401c06e5ba4f",2545565.5225,2500000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,36.27179202858376,"Fox Capital"
"014438fb-978e-48fc-a413-28d9de4b9875",283126.8358333333,55958.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,168.28271627754162,"Diktamen Oy"
"014a7f17-89bf-dc23-12f4-49f87d893a10",9331777.5825,9179849.0,2,0.0,0.0,2.0,530000.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,1326531.069651459,1.0,14.5,7179849.0,3.0029130253849354,0.0,0.0,0.0,50.6361176044577,108.28969794040944,"Accend"
"01538034-5b6b-4d0d-b9df-044789b3c7e5",283126.8358333333,120000.0,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,48.26382471919342,"NavarraTech"
"015887d8-1cd1-4c94-0941-ad27ce721e8b",15552471.970833331,5200000.0,2,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,12.0,1200000.0,1.0,32.0,4000000.0,3.0,0.0,0.0,0.0,50.6361176044577,120.28173063101912,"AdTheorent"
"01595539-a54a-4042-a5d1-98132866bd0c",2545565.5225,2373253.0,2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2373253.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,12.287726647364426,"Juni"
