"org_uuid","Predicted Funding","Total Funding Received","Number of Founders","Number of organisations founded previously by current Founders","Funding received from organisations founded previously by current Founders","Number of executive jobs held by Founders previously","Funding received from previously held jobs by current Founders","Number of Funding Rounds from previously held jobs by current Founders","Number of Bachelors","University Rankings from Founders' degrees","Number of previous funding rounds","Age at Funding - Series Unknown","Funding Raised (USD) - Series Unknown","Age at Funding - Seed","Funding Raised (USD) - Seed","Number of Investors - Seed","Age at Funding - Series A","Funding Raised (USD) - Series A","Number of Investors - Series A","Funding Raised (USD) - Debt Financing","Age at Funding - Series B","Funding Raised (USD) - Series B","Average organization age at events","Organization Age","name"
"7b5bf294-1b37-74fb-b113-7a031fe29385",5373153.880833333,5508597.0,1,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,26.4,4835128.069651458,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,84.27277767510627,"Aibono"
"7b6445ad-18a8-40eb-406a-305740d6a1ee",14986954.299166666,15242000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,642000.0,1.0,0.0,43.0,3600000.0,50.6361176044577,144.26579601223844,"FundsIndia"
"7b6938d0-c0e4-45f3-902c-7495d56c75aa",849012.5075,750000.0,1,1.0,250000.0,2.0,250000.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,250000.0,1.0,0.0,0.0,0.0,50.6361176044577,132.2737633216288,"Kurense"
"7b6aa7ba-9795-fdbb-d63b-669dc52b0974",283126.8358333333,150000.0,5,1.8,699447.0,16.0,150119255.8,6.0,0.0,1.0,3.0,20.0,7794289.542567125,45.0,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,86.27692560422186,"CodersTrust"
"7b7ea06a-7151-3281-50db-7afbca0bcdf2",849012.5075,717494.0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,717494.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,96.26481036571592,"Onvedeo"
"7b82246e-a6d0-e08a-81d6-8461962a56a3",283126.8358333333,20411.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,20411.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,96.26481036571592,"LeanCiti"
"7b85e429-7175-43cb-b464-483f2ddbec76",283126.8358333333,200000.0,3,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,10.316433602332696,"Dealtale"
"7b89bdcd-073b-67a0-55ce-ba2299e0cd45",283126.8358333333,40000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,40000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,60.28871229388694,"InsuranceMenu"
"7b8bf682-0f27-a282-290e-35ae19f55cce",2545565.5225,2365899.0,1,1.0,115907.0,2.0,115907.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,865899.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8666707735271775,72.28074498449661,"Toast"
"7b913a7c-f890-8834-90d7-8c838582dc71",29690413.7625,29663352.0,2,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,35.0,10990557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,63.31136162960225,"Ignition Advice"
"7b914bb1-fd8d-8ebd-8bcd-47e9b7140d2b",283126.8358333333,350000.0,4,0.25,625832.25,6.0,3607542.75,2.75,0.0,1.0,2.0,0.0,0.0,21.0,300000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,96.26481036571592,"Daylighted"
"7b98cd6b-5d7f-19f4-04de-406f0641e524",283126.8358333333,538000.0,2,0.5,0.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,10.0,25000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.62664531099201,85.84981211113164,"Cnverg"
"7ba5872c-1950-49d7-8e28-0babd49ff426",283126.8358333333,35241.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,48.26382471919342,"Appartme Kft"
"7baa9a8d-1238-6101-febe-d84da12e4912",283126.8358333333,200000.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2756114088585,80.33019158504281,"Wishround"
"7bb062f8-b231-a3e4-5b3e-8a5a271fb725",16117989.642499998,16326153.0,2,0.0,0.0,4.0,7400379.5,4.5,1.0,1.0,5.0,0.0,0.0,20.33333333333333,7976531.0696514575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,55.294769913139895,"Apostrophe"
"7bb0b1c5-6680-ddc5-31d4-ab14032eb17a",22904201.7025,24100000.0,3,0.6666666666666666,16066666.666666664,5.0,68066666.66666667,4.666666666666668,5.0,2.0,3.0,0.0,0.0,10.0,1600000.0,2.4241519674355496,22.0,5000000.0,5.0,0.0,0.0,0.0,45.931127949239205,78.45746319226271,"Unacast"
"7bb9c870-aac9-08d7-16ad-6477a0f972e4",7635224.567499999,7400000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,7400000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,67.74677098092363,"U-HOP"
"7bbf29dc-b7b7-1f29-7ac3-4171dbda30cf",41566284.8675,41700000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,135.0,1600000.0,1.0,151.0,5000000.0,2.0,16500000.0,175.0,18600000.0,50.6361176044577,217.30220333066387,"Innoviti"
"7bc6aa84-4435-c2d6-f9a8-0ccfe1751341",1980047.850833333,2050000.0,3,0.0,0.0,5.0,2095688333.3333333,3.333333333333333,1.0,3.0,1.0,0.0,0.0,38.0,2050000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.319835451788885,48.13240518285797,"EquBot"
"7bc8d978-a466-995d-8842-de496d1e51ab",24035237.04583333,24141027.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,61.0,10690840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.9286227643278,159.93757572024066,"ROYAL GATE Inc"
"7bcbb595-78a5-b71d-74ac-d44e0e6d96ca",11028330.5975,10802103.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,10802103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,252.292654879977,"March Networks"
"7bcf994c-2524-3bc9-10a3-18b07676e87f",283126.8358333333,75000.0,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,75000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,116.3391445409557,"Lasso"
"7bd1b6d7-9308-df92-4a33-856548e66ecf",8766259.910833333,8800000.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,24.5,2800000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,33.50103013751138,60.28871229388694,"Seez"
"7bd3bd16-2ee6-498d-a118-24cd0f61ab1d",30255931.434166662,30075000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.982669048645775,60.28871229388694,"Blox"
"7bda4a16-a00a-501a-358e-c713b79d53a0",26862825.404166665,26657668.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,43.0,20402668.0,0.0,0.0,0.0,0.0,0.0,0.0,1675000.0,0.0,0.0,50.6361176044577,84.27277767510627,"Innovu"
"7be015e4-b7e2-444f-87c7-2471e16281a5",283126.8358333333,159329.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,36.27179202858376,"PayZakat"
"7be147b1-aa0f-88b6-672b-909a2bc01100",5373153.880833333,5143000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,120.28173063101912,"Pensiono"
"7be1e525-00fb-839d-913f-38d449ad7597",283126.8358333333,300000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,300000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,60.28871229388694,"MRR media"
"7be5722b-6a70-afca-1baa-714aac1e80a8",57966297.34583333,568950000.0,1,0.0,0.0,1.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,18.0,1400000.0,2.0,45.0,7500000.0,4.0,0.0,59.0,19000000.0,91.79654613031067,104.80708022752007,"Creditas"
"7be5edaa-f992-8b3f-6baa-42f2c98f90b9",25166272.389166664,25000000.0,4,3.5,10600000.0,21.0,280150000.0,7.25,2.0,0.0,2.0,0.0,0.0,16.0,3000000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,48.26382471919342,"Skyline AI"
"7be6b453-3b93-4cd3-aa2c-007356c3f73b",283126.8358333333,203946.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,31.0,56472.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,50.3665373005606,"Confidas"
"7be82399-6cca-451f-a3c0-a483a50158f2",3111083.194166667,3071819.0,3,0.0,0.0,5.0,100700000.0,2.6666666666666665,0.0,0.0,1.0,0.0,0.0,21.0,3071819.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,24.279759337974085,"Silverflow"
"7beaee24-098a-41f4-93eb-047271025ea1",2545565.5225,2700000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,24.279759337974085,"Biocogniv"
"7bfb6ba6-8669-9e81-bb36-9de67c1cc0cd",849012.5075,1605000.0,2,0.0,0.0,4.0,27900000.0,3.0,0.0,2.0,3.0,0.0,0.0,8.5,980000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,96.26481036571592,"Knox Payments"
"7bfb9084-a94e-1dc6-33d1-41d7543ad889",283126.8358333333,280664.0,2,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,42.317090700014376,"thingc"
"7bfd67a2-c161-478b-adb5-efc05e1a38d1",11028330.5975,10916910.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,10916910.0,3.0,0.0,0.0,0.0,50.6361176044577,34.99045154931313,"FLYWHEEL Japan"
"7bff2e6f-4632-2c4f-27c3-2a1f4bcdf7cd",26297307.7325,67639539.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,46.0,1288437.0,1.0,69.0,2243662.0,1.0,0.0,85.5,26107440.0,50.6361176044577,120.28173063101912,"Red Points"
"7bff9600-ed6f-e45d-fd80-8a5a33be904e",849012.5075,813800.0,3,0.0,0.0,3.0,74000.0,0.333333333333333,0.0,0.0,2.0,0.0,0.0,9.0,150000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,112.85652682806628,"StatSims.com"
"7c0041ad-aef5-cd1d-0995-7d7980b82601",849012.5075,981200.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,981200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,97.44758619273496,"Plannify"
"7c0072ac-fe3b-411f-b527-f42aaebb16fd",1414530.1791666667,1333000.0,2,1.0,875000.0,4.0,875000.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1333000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,24.279759337974085,"IntroEQ"
"7c01e83c-4427-eb1a-5a28-6db36ea64178",3111083.194166667,3240000.0,4,1.0,3240000.0,4.0,3240000.0,3.0,0.0,0.0,3.0,0.0,0.0,12.0,665000.0,2.4241519674355496,13.0,1875000.0,3.0029130253849354,0.0,0.0,0.0,27.915699843254824,76.28904084272777,"oneEvent Technologies"
"7c04d66a-d528-4caf-9c60-fae8c7119c43",1980047.850833333,2984914.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2984914.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.68007556623339,39.29444136429906,"FalconAI Technologies, Inc."
"7c052534-c5f9-052e-c59a-5ab7fb150337",39869731.8525,40000000.0,1,1.0,0.0,4.0,297580000.0,15.0,0.0,1.0,2.0,71.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,205.31017064005425,"GAIN Credit"
"7c070f12-777f-99cc-c3dc-61de0cf87b0b",4242118.5375,4000000.0,1,0.0,0.0,1.0,17900000.0,8.0,0.0,0.0,3.0,61.0,7794289.542567125,0.0,0.0,0.0,56.0,4000000.0,2.0,0.0,0.0,0.0,50.6361176044577,96.26481036571592,"Siris Medical"
"7c07303a-fd72-866d-064d-fdcf5caa7559",849012.5075,1144615.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,694615.0,1.0,0.0,0.0,0.0,50.6361176044577,144.26579601223844,"Greendizer"
"7c10e9f7-e0f4-4521-af27-42a625095071",283126.8358333333,250000.0,2,0.5,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,52.2721205774246,"Zlto"
"7c17baa8-b560-40f4-a798-49fc7193094f",2545565.5225,2502984.0,2,0.0,0.0,2.0,9032784.5,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,72.28074498449661,"Covomo"
"7c183930-f4c5-47b1-a917-3ba039658833",20076613.344166663,20300000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,9800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,48.26382471919342,"Coverance"
"7c184a3f-0f63-4f12-91bb-2d22b3dcb684",7635224.567499999,7900000.0,2,1.0,16142000.0,5.0,16142000.0,1.5,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.203844021437806,48.26382471919342,"Macrometa"
"7c1b7097-da34-5849-05b8-6859cb1368b3",3676600.8658333328,3900000.0,3,1.0,14000000.0,8.0,85974288.33333333,7.333333333333334,1.0,2.0,3.0,27.0,7794289.542567125,0.0,0.0,0.0,8.0,9279620.173465185,3.0029130253849354,0.0,0.0,0.0,31.73781802501078,55.294769913139895,"20|30"
"7c226b16-f041-d0c6-0c8b-4596b8b5ba9e",61359403.37583333,61149999.0,2,0.5,3552824.5,4.0,3802824.5,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,75.0,2000000.0,8.0,0.0,94.0,10000000.0,110.52383005811208,172.29101213577286,"Arrive"
"7c264451-6919-bb17-0849-c82841ca7ca9",72104239.13749999,72000000.0,2,1.0,72000000.0,14.0,472000000.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16000000.0,1.0,0.0,28.0,35000000.0,50.6361176044577,57.890305755765006,"Noodle Analytics, Inc. (Noodle.ai)"
"7c2aa744-0697-7403-458b-a0fc111c4c87",2545565.5225,18411126.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,43.0,8740186.0,19.0,1300000.0,2.0,0.0,0.0,0.0,1000000.0,0.0,0.0,50.6361176044577,108.28969794040944,"SciAps"
"7c2edbfb-d111-f047-94c5-d6bf7e9cb6a2",283126.8358333333,162788.0,3,0.0,0.0,4.0,103707.33333333331,2.6666666666666665,1.0,2.0,1.0,0.0,0.0,12.0,162788.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,72.28074498449661,"TransferFast"
"7c38d7b0-fed1-471c-b95d-aff1638cc846",283126.8358333333,125000.0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,20.0,125000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,24.279759337974085,"Afriex"
"7c3d3ada-5387-fd0a-69b8-25e78134dd1a",15552471.970833331,15800000.0,2,1.0,0.0,3.0,34723297.0,7.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,9279620.173465185,1.0,0.0,0.0,0.0,50.6361176044577,72.28074498449661,"Insight Engines"
"7c3e60e0-32d0-598e-cf6f-3422c51831dd",849012.5075,1000000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,1000000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,87.32828189490543,"Silicon:SAFE"
"7c437b25-1040-451b-8f00-906d7975635c",3111083.194166667,3000000.0,2,0.0,0.0,3.0,15000000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3000000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,4.6653935399084165,"Turbotic AB"
"7c46ec27-b4e3-23f1-d828-09188a3f57fd",283126.8358333333,12500.0,1,0.0,0.0,2.0,95000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,74.74486129078626,"Sizzle"
"7c4eced0-9195-f99c-065f-cb00cf49cf85",849012.5075,1205000.0,2,0.0,0.0,3.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,52.25,3858062.139302919,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.339411486888853,96.26481036571592,"Melltoo"
"7c53eb7f-6ac1-1e9d-1128-9f29ac3ac001",22904201.7025,23096045.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,62.0,6554371.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,91.15587589067538,116.3391445409557,"WorkGenius"
"7c53fd29-755d-d601-f7a4-ec18019b68b0",21207648.6875,21000000.0,1,2.0,1575000.0,3.0,62472474.0,35.0,1.0,0.0,2.0,73.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.13686112651183,201.00618082506827,"MediaTrust"
"7c55cafa-6236-f4ba-bb5d-31b845dfb602",283126.8358333333,54327.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.80931846649828,156.29068358693198,"YouTransactor"
"7c56e6de-7c66-4548-a9d0-eca12e59f812",27428343.07583333,27250000.0,4,0.5,5375000.0,6.0,5375000.0,1.0,0.0,0.0,2.0,0.0,0.0,10.0,10000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.819462411959178,18.33302531879505,"Ermetic"
"7c5a2d4d-446b-59fb-ab2c-504f92de3fc3",21207648.6875,21000000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,33.5,5000000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,84.27277767510627,"Inkitt"
"7c679e98-9a44-f2c4-a289-54ab11255825",283126.8358333333,427500.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,51.0,427500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,120.28173063101912,"ZeroTier, Inc."
"7c698a9f-b517-8006-b12a-c4582984d069",5373153.880833333,5310000.0,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,3510000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,72.28074498449661,"Zero Energy Solutions"
"7c698cde-0f15-450c-b46c-42af8d70e2ec",54573191.31583333,54354274.0,1,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,97.0,3280899.0,1.0,0.0,141.0,24075942.0,50.6361176044577,168.28271627754162,"xbAV AG (""Xpension"")"
"7c6dfc2e-54c2-479d-9a85-f9b04a753c24",2545565.5225,2500000.0,2,0.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,14.5,2000000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,72.28074498449661,"Eyrus"
"7c6e6828-2c09-4c7b-86f4-007539944d25",4242118.5375,4125000.0,2,1.0,31000000.0,7.0,34000000.0,5.5,1.0,1.0,1.0,6.0,4125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,24.279759337974085,"Zilla Security"
"7c71f617-06f5-4514-b5f6-4324ea204d5d",1414530.1791666667,1560000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,1560000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,48.26382471919342,"Rabbu"
"7c7675e9-6e9e-7f4e-6ba9-ea4d8a0a7d5a",283126.8358333333,238320.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,140.32320992217498,"TaskBeat"
"7c76e18a-929a-49c8-a72f-14f0058d35c1",283126.8358333333,260000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260000.0,0.0,0.0,50.6361176044577,96.26481036571592,"Zymtronix"
"7c785769-2d59-55a7-3ab4-46507794e127",39304214.18083333,39175860.0,3,1.0,174074382.33333334,10.0,1110585365.0,17.33333333333333,2.0,0.0,5.0,0.0,0.0,10.5,9735257.0,10.0,23.0,11774583.0,7.0,9419666.0,0.0,0.0,50.6361176044577,60.28871229388694,"Finiata"
"7c7c32b3-8125-9317-638d-7b2f46975876",6504189.224166666,6467283.0,3,0.6666666666666666,14099105.333333336,6.0,21664885.33333333,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,6467283.0,2.0,0.0,0.0,0.0,130.92671307419045,156.29068358693198,"Abine"
"7c81dff5-f2f8-dbba-83e2-6c6ef212af88",19511095.6725,19660000.0,1,0.0,0.0,1.0,52000.0,5.0,1.0,1.0,5.0,0.0,0.0,3.0,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.94821248896281,128.3311772315653,"ParkHub"
"7c829803-141a-61ac-6136-e03349ae46f4",25166272.389166664,25000000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25000000.0,50.6361176044577,240.26776730528343,"Lumina Americas"
"7c8375de-8af8-519a-36f5-53e372a43812",67014580.0925,67097499.0,3,0.0,0.0,4.0,0.0,0.333333333333333,0.0,0.0,4.0,55.0,54053567.0,4.0,300000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,39.42586090063451,84.14135813877081,"Finatext"
"7c8b054a-cb0f-90fb-0629-ad27b4c8bcc2",283126.8358333333,40000.0,2,2.0,2537000.0,6.0,2537000.0,2.5,0.0,0.0,1.0,0.0,0.0,30.0,40000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,132.2737633216288,"AlphaBeta Labs"
"7c925121-8e90-cdb3-75a6-56e51d9067b0",283126.8358333333,250000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,84.27277767510627,"AddGoals"
"7c97271e-b22f-47f9-9c1f-d4b3b4b2b47d",2545565.5225,2815099.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,120.28173063101912,"Quotevine"
"7c9b4d1a-91f8-4c5a-d7ca-6e4b40b29006",283126.8358333333,120000.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,120000.0,2.4241519674355496,0.0,0.0,0.0,0.0,0.0,0.0,20.76428674100084,58.58025832152611,"Broadcast Wearables Pvt Ltd"
"7c9cc067-ccf2-c47e-c772-40c326cf1911",11028330.5975,10820000.0,1,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,120000.0,1.0,21.0,6200000.0,10.0,0.0,0.0,0.0,42.21852604776279,96.26481036571592,"Cratejoy"
"7c9ef6d2-07df-4434-3da8-196c5d188cd6",283126.8358333333,120000.0,1,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,120000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,96.26481036571592,"Cienaga Systems"
"7c9f8553-25e6-d9b5-18ab-67b20a9c3960",9897295.254166666,10000000.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,77.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.32206000123205,132.2737633216288,"Lynx Analytics"
"7ca00768-e6a1-4a58-9aff-871a46bf8971",13855918.955833333,13000000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,18.0,7794289.542567125,15.0,3000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,36.27179202858376,"AppOmni"
"7ca02e57-049e-4cc6-ab0f-fb174bb920f0",849012.5075,673091.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6361176044577,42.44851023634983,"ResonanceX"
"7ca05b80-6f77-782b-4753-c9d95fa3193f",81152521.88416666,81070370.0,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,84.2,2950370.0,1.0,106.0,3000000.0,2.0,0.0,0.0,0.0,148.66835047947598,165.32577670999402,"Spreedly"
"7ca6e9e6-b254-4c49-bec2-5bcf1595dde4",5938671.5525,6000000.0,2,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,38.0,6000000.0,2.0,0.0,0.0,0.0,50.6361176044577,60.28871229388694,"TailorMed"
"7ca7209f-209a-896f-90be-95624739475c",11593848.269166669,11325000.0,2,1.0,45000000.0,4.0,45000000.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,200000.0,1.0,22.5,4025000.0,1.0,0.0,0.0,0.0,50.6361176044577,84.27277767510627,"Mandaê"
"7cb7d1ff-7a4f-405c-6fd8-4547ad61ed01",283126.8358333333,150000.0,1,1.0,1092591.0,3.0,2186141.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0226493357153124,44.32123862912997,"Resonance AI"
