"Organization Age","Number of executive jobs held by Founders previously","Funding Raised (USD) - Seed","Funding Raised (USD) - Series A","Funding received from previously held jobs by current Founders","Average organization age at events","Age at Funding - Seed","Number of previous funding rounds","Age at Funding - Series A","Number of Funding Rounds from previously held jobs by current Founders","Number of Employees","Number of Investors - Seed","Number of Founders","Number of Event Appearances","Funding Raised (USD) - Series Unknown","Number of Investors - Series A","Age at Funding - Series Unknown","Number of Founders' degrees within top 576 universities","Number of Bachelors by Founders","Number of employee jobs held by Founders previously","Funding received from organisations founded previously by current Founders","Number of organisations founded previously by current Founders","Event Appearances as Sponsor","Number of Investors - Series Unknown","Number of Funding Rounds from organizations founded by current Founders","Number of Masters by Founders","Funding Raised (USD) - Series B","Age at Funding - Series B","Number of PhDs by Founders","Funding Raised (USD) - Debt Financing","Age at Funding - Debt Financing","Funding Raised (USD) - Angel","Number of Investors - Series B","Funding Raised (USD) - Pre-Seed","Funding Raised (USD) - Series C"
0.071384749,0.044819995,0.0441855131,0.0429715512,0.0420361393,0.0418236019,0.0417086811,0.0408600629,0.0380129367,0.037232942,0.0343959861,0.0337101589,0.0332295004,0.0310536261,0.0306773192,0.0287943991,0.0279617012,0.0277231027,0.0266296787,0.0263916559,0.0263633249,0.025718734,0.021903994,0.0213390838,0.0205751151,0.0188452972,0.0167761063,0.0159326417,0.0157826913,0.0133975591,0.0128789034,0.012540778,0.0118958526,0.0103128303,0.0101337879
