"uuid","name","investment_count","logo_url"
"468bef9f-2f50-590e-6e78-62e3adb05aa1","Citigroup",88.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1417152861/pdgwqt8ddecult5ktvdf.jpg"
"152b9184-5cc9-fd83-b532-807e78053c4a","Societe Generale",36.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1488425861/cqs3hvcqwl1kriuaebk3.png"
"56dc6ed8-0bbd-3a89-a607-1d663238f9e9","Scott Thompson",2.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1458908025/grufbhkzmkks78if8nnh.jpg"
"ec26a756-d387-a455-c6fc-90fe11ece02c","SoftBank Capital",278.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1404862431/dqswfnohg2sqjwxmrezg.png"
"26bcf130-4aa8-a3b3-3571-1b8f13143370","Canaan Partners",635.0,"https://res.cloudinary.com/crunchbase-production/image/upload/tuggq2ktnghyjtev1tbb"
"756936c0-c335-f0ae-0a3d-fe26bdff5695","The Walt Disney Company",19.0,"https://res.cloudinary.com/crunchbase-production/image/upload/joybyet6unhie8xi55gz"
"267ff47f-8562-db1d-71f4-0496ffbf686e","Castile Ventures",44.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178629/11d83c82a221f22e85e645ff74aa0512.jpg"
"27b485da-b99c-f03a-fef4-643ca952c385","PJC",89.0,"https://res.cloudinary.com/crunchbase-production/image/upload/sihocnxg6hsnhjtkdli0"
"93014318-0ad5-922a-e972-307f5be528b8","Venture Capital Fund of New England",34.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178634/63f381fbd5996c381632179e1a1b904f.png"
"cd730db2-a37f-0d5b-9b34-185edafe5017","Max Levchin",90.0,"https://res.cloudinary.com/crunchbase-production/image/upload/mjsdeevhjhmyvl96wdt0"
"cf3a40e6-920e-edfd-569e-371f84e0a4e4","Maverick Ventures",140.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178637/b7149687146449b65ecf89dd762d945b.png"
"ca5741be-4bae-88ec-8738-e8d620484666","Azure Capital Partners",142.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178639/382768317fca8bab4d0106f2cf443c51.jpg"
"c6d760a4-77e1-4815-8b26-161520264dc8","Steve Loughlin",5.0,"https://res.cloudinary.com/crunchbase-production/image/upload/mudtfgxacqskab78ys9i"
"172a34b4-9edd-b0ae-c768-cbfa8e1ab52c","Adobe Systems",19.0,"https://res.cloudinary.com/crunchbase-production/image/upload/qnbpcajqvlw8bkul1tru"
"db9a455c-d51e-350a-d402-87bd0b1d46a5","Shasta Ventures",354.0,"https://res.cloudinary.com/crunchbase-production/image/upload/n7wth3o2cwrre7fzi8ur"
"53dd44bb-3c5e-5563-c1e1-70355b0b6876","The Entrepreneurs' Fund",41.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178645/151692beabde15d920a360b7582030bc.png"
"7ca61676-77aa-0603-87f8-8068e06ca174","Nauta Capital",105.0,"https://res.cloudinary.com/crunchbase-production/image/upload/dcgemgb1pe20knhpfsyv"
"5aa0f532-9705-635d-43c5-54f7038d1703","Steelpoint Capital Partners",16.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178647/3f9beda3f3004140fad1be00821b0da1.png"
"7103e064-eb56-1aeb-af09-2a4d53d03e16","News Corp.",27.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1488355955/uy5oo4jntztjeadpktlt.png"
"4e735dd7-c7c5-f189-370c-67bfb8e413dd","North Bridge Venture Partners & Growth Equity",412.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1419446057/eyta0g8klwvewiggnpjn.jpg"
"bb4f3034-546e-e5f8-a1d6-15d29d82b6cb","Global Catalyst Partners",53.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178652/fce92def5bc3a09865c994edd60292ac.gif"
"c61ec917-13b1-fa86-cf7d-88006a947914","Morgenthaler Ventures",304.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178654/138194732818d8ed6f01da9a359dfca9.png"
"e6449ca5-2268-5cf7-96ca-b808a234da00","Dropbox",3.0,"https://res.cloudinary.com/crunchbase-production/image/upload/bccqp45xqyopu9idzehy"
"36feed26-9375-138b-3eef-e1e00faa858f","Oak Investment Partners",394.0,"https://res.cloudinary.com/crunchbase-production/image/upload/uh4o4alulkhdwkwqfdhg"
